file_path	xpath	value	space_before_paren	space_after_paren
../../data/manuscripts/tei/1008.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1267.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/854.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/560.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/859.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/966.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1066.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/968.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/260.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/260.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/93.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/93.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/1140.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/917.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/665.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/92.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/92.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/1076.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/80.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/80.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/593.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1509.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1438.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/590.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/885.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/194.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/194.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/956.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/492.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1247.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1350.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/281.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/281.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/228.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/228.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/741.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/308.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/466.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/632.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1040.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1270.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/732.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/750.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1108.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/897.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/494.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/202.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/202.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/1058.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/758.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/246.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/246.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/582.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1329.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1440.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/1264.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/428.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/759.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/600.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/858.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/684.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/1043.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1009.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1080.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1101.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/505.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1017.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1496.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/974.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/694.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/587.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/846.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/340.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/1037.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/995.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/589.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1309.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1540.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1098.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/25.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/25.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/429.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/567.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/236.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/236.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/411.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1363.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/970.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/348.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1323.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/407.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1456.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/9.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/9.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/211.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/211.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/1189.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1218.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/656.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/1192.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/929.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/54.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/54.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/1260.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/1565.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/1209.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/514.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/417.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	"ERC: European Research
                    Council (Europäischer Forschungsrat)"	True	False
../../data/manuscripts/tei/483.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
../../data/manuscripts/tei/247.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[1]	"Federal German Ministry for Education
                    and Research ( Bundesministerium für Bildung
                    und Forschung)"	True	True
../../data/manuscripts/tei/247.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder[2]	"Award for Research Cooperation and Highest Excellence in Science
                        (ARCHES) – Minerva Stiftung"	True	False
../../data/manuscripts/tei/396.xml	/tei:TEI/tei:teiHeader/tei:fileDesc/tei:titleStmt/tei:funder	ERC: European Research Council(Europäischer Forschungsrat)	False	False
